customer_id,recency_days,frequency,monetary,cluster,segment_name
14199,58,3,906.3,2,Occasional / Low-value
14200,252,1,379.2,1,Lost / Lapsed
14201,44,3,446.1,2,Occasional / Low-value
14202,16,3,847.76,2,Occasional / Low-value
14203,32,1,339.34,2,Occasional / Low-value
14204,57,3,901.93,2,Occasional / Low-value
14205,29,7,1947.5,0,Champions
14206,23,2,856.85,2,Occasional / Low-value
14207,322,1,157.8,1,Lost / Lapsed
14208,186,1,415.31,1,Lost / Lapsed
14209,20,9,2919.84,0,Champions
14210,6,11,3955.68,0,Champions
14211,46,9,2161.19,0,Champions
14212,80,1,1119.66,2,Occasional / Low-value
14213,39,1,1192.2,2,Occasional / Low-value
14215,3,4,1626.61,0,Champions
14216,49,1,310.74,2,Occasional / Low-value
14217,1,7,1411.91,0,Champions
14219,44,2,543.89,2,Occasional / Low-value
14220,202,2,882.6,1,Lost / Lapsed
14221,84,8,3084.69,0,Champions
14224,25,5,847.78,0,Champions
14225,69,4,2037.02,0,Champions
14226,76,1,770.34,2,Occasional / Low-value
14227,49,5,3017.75,0,Champions
14228,72,3,745.5,2,Occasional / Low-value
14229,38,4,1046.84,2,Occasional / Low-value
14230,70,3,979.8,2,Occasional / Low-value
14231,85,1,309.91,2,Occasional / Low-value
14233,100,3,1441.55,2,Occasional / Low-value
14235,133,4,1573.13,0,Champions
14236,7,4,1253.78,0,Champions
14237,8,2,471.14,2,Occasional / Low-value
14238,297,2,287.38,1,Lost / Lapsed
14239,66,10,1882.32,0,Champions
14240,58,1,357.15,2,Occasional / Low-value
14241,331,1,120.0,1,Lost / Lapsed
14243,0,8,4842.28,0,Champions
14244,295,1,366.42,1,Lost / Lapsed
14247,39,4,635.89,2,Occasional / Low-value
14248,94,2,730.37,2,Occasional / Low-value
14249,45,12,5625.46,0,Champions
14252,16,1,350.99,2,Occasional / Low-value
14253,128,2,363.4,2,Occasional / Low-value
14254,67,1,601.03,2,Occasional / Low-value
14255,181,1,1000.63,1,Lost / Lapsed
14256,126,3,1504.93,2,Occasional / Low-value
14257,15,4,2854.73,0,Champions
14258,30,16,19381.36,0,Champions
14260,106,3,824.28,2,Occasional / Low-value
14263,58,1,322.93,2,Occasional / Low-value
14264,14,4,1183.39,0,Champions
14265,99,2,843.17,2,Occasional / Low-value
14266,63,1,40.56,2,Occasional / Low-value
14268,105,1,354.85,2,Occasional / Low-value
14269,74,1,295.73,2,Occasional / Low-value
14271,44,1,106.81,2,Occasional / Low-value
14272,197,2,482.85,1,Lost / Lapsed
14274,321,1,256.6,1,Lost / Lapsed
14275,30,6,1189.38,0,Champions
14276,42,4,982.94,2,Occasional / Low-value
14277,46,6,13009.61,0,Champions
14278,44,1,205.83,2,Occasional / Low-value
14279,155,2,191.86,1,Lost / Lapsed
14281,43,1,245.15,2,Occasional / Low-value
14282,2,11,4120.32,0,Champions
14283,98,4,628.44,2,Occasional / Low-value
14284,288,1,704.4,1,Lost / Lapsed
14285,148,4,1374.41,2,Occasional / Low-value
14286,39,4,3851.01,0,Champions
14290,48,3,2201.91,0,Champions
14291,15,12,4020.85,0,Champions
14292,45,7,4354.32,0,Champions
14293,3,6,2221.37,0,Champions
14294,42,1,375.34,2,Occasional / Low-value
14295,73,4,2196.71,0,Champions
14296,56,2,456.4,2,Occasional / Low-value
14298,10,38,39667.19,0,Champions
14299,0,19,10533.87,0,Champions
14301,51,3,1352.04,2,Occasional / Low-value
14302,65,3,742.9,2,Occasional / Low-value
14303,42,2,277.94,2,Occasional / Low-value
14304,14,2,1341.56,2,Occasional / Low-value
14306,13,4,1058.08,2,Occasional / Low-value
14307,8,5,2075.31,0,Champions
14308,184,2,1147.02,1,Lost / Lapsed
14309,48,2,1428.28,2,Occasional / Low-value
14310,67,1,492.1,2,Occasional / Low-value
14311,202,1,206.19,1,Lost / Lapsed
14312,13,5,1478.7,0,Champions
14314,65,1,109.8,2,Occasional / Low-value
14315,199,2,716.69,1,Lost / Lapsed
14316,57,5,1370.34,0,Champions
14318,95,1,158.02,2,Occasional / Low-value
14319,59,1,494.85,2,Occasional / Low-value
14320,181,3,868.96,1,Lost / Lapsed
14321,66,2,687.31,2,Occasional / Low-value
14322,64,4,474.1,2,Occasional / Low-value
14324,44,2,701.61,2,Occasional / Low-value
14325,204,1,245.48,1,Lost / Lapsed
14326,98,2,757.13,2,Occasional / Low-value
14327,17,5,1583.28,0,Champions
14328,73,1,445.05,2,Occasional / Low-value
14329,10,8,4912.38,0,Champions
14330,258,1,200.63,1,Lost / Lapsed
14332,16,2,1077.2,2,Occasional / Low-value
14334,60,4,1766.27,0,Champions
14338,171,1,339.88,1,Lost / Lapsed
14339,63,1,310.75,2,Occasional / Low-value
14341,55,10,2285.04,0,Champions
14342,67,2,249.88,2,Occasional / Low-value
14343,56,4,1088.91,2,Occasional / Low-value
14344,2,14,2443.77,0,Champions
14346,60,3,1294.17,2,Occasional / Low-value
14347,371,1,82.6,1,Lost / Lapsed
14350,15,2,689.1,2,Occasional / Low-value
14353,45,2,285.9,2,Occasional / Low-value
14355,0,3,840.05,2,Occasional / Low-value
14358,24,2,400.06,2,Occasional / Low-value
14361,213,1,214.71,1,Lost / Lapsed
14363,37,2,227.47,2,Occasional / Low-value
14365,29,2,634.68,2,Occasional / Low-value
14366,160,1,136.0,1,Lost / Lapsed
14369,277,2,469.13,1,Lost / Lapsed
14370,85,6,1175.78,0,Champions
14372,78,2,860.08,2,Occasional / Low-value
14374,176,1,108.0,1,Lost / Lapsed
14375,85,2,875.31,2,Occasional / Low-value
14376,318,1,215.46,1,Lost / Lapsed
14378,256,1,131.25,1,Lost / Lapsed
14379,28,2,920.81,2,Occasional / Low-value
14380,317,1,48.96,1,Lost / Lapsed
14381,86,1,428.66,2,Occasional / Low-value
14382,25,1,620.73,2,Occasional / Low-value
14384,135,1,58.5,1,Lost / Lapsed
14388,7,9,3488.16,0,Champions
14389,59,3,854.55,2,Occasional / Low-value
14390,7,5,1747.01,0,Champions
14391,211,1,135.6,1,Lost / Lapsed
14392,67,1,266.4,2,Occasional / Low-value
14394,199,1,93.8,1,Lost / Lapsed
14395,7,12,4700.3,0,Champions
14396,6,6,1633.94,0,Champions
14398,36,2,707.79,2,Occasional / Low-value
14399,29,8,2113.16,0,Champions
14400,43,2,1157.77,2,Occasional / Low-value
14401,59,9,2744.42,0,Champions
14402,287,1,285.6,1,Lost / Lapsed
14403,224,2,404.7,1,Lost / Lapsed
14404,4,8,1424.79,0,Champions
14405,21,1,195.0,2,Occasional / Low-value
14408,106,4,1503.24,0,Champions
14409,3,5,1696.64,0,Champions
14410,11,2,1546.07,2,Occasional / Low-value
14412,59,1,656.16,2,Occasional / Low-value
14413,45,3,647.67,2,Occasional / Low-value
14414,9,1,902.35,2,Occasional / Low-value
14415,14,10,6191.32,0,Champions
14417,22,1,604.2,2,Occasional / Low-value
14419,17,1,202.85,2,Occasional / Low-value
14420,31,3,1251.65,2,Occasional / Low-value
14421,147,4,1656.26,0,Champions
14422,9,13,6007.88,0,Champions
14423,72,2,651.41,2,Occasional / Low-value
14425,69,3,661.39,2,Occasional / Low-value
14426,38,7,7246.27,0,Champions
14427,129,2,900.18,2,Occasional / Low-value
14429,38,1,516.28,2,Occasional / Low-value
14430,146,3,1220.9,2,Occasional / Low-value
14431,14,3,2143.84,0,Champions
14433,100,1,289.6,2,Occasional / Low-value
14435,136,1,90.42,1,Lost / Lapsed
14436,188,1,182.64,1,Lost / Lapsed
14437,0,5,895.84,0,Champions
14439,78,4,6781.8,0,Champions
14440,0,9,4281.05,0,Champions
14441,9,7,2898.8,0,Champions
14442,49,5,3777.2,0,Champions
14443,3,2,966.27,2,Occasional / Low-value
14444,91,1,132.04,2,Occasional / Low-value
14445,90,1,221.65,2,Occasional / Low-value
14446,21,1,201.73,2,Occasional / Low-value
14447,35,1,548.5,2,Occasional / Low-value
14449,7,5,1575.7,0,Champions
14450,14,4,645.19,2,Occasional / Low-value
14451,24,10,2646.18,0,Champions
14452,30,2,401.15,2,Occasional / Low-value
14454,11,5,977.3,0,Champions
14455,67,4,628.21,2,Occasional / Low-value
14458,15,1,237.42,2,Occasional / Low-value
14459,286,1,3537.82,1,Lost / Lapsed
14460,31,6,659.16,0,Champions
14461,17,10,4610.44,0,Champions
14462,67,1,265.99,2,Occasional / Low-value
14463,134,1,256.95,2,Occasional / Low-value
14464,203,2,111.0,1,Lost / Lapsed
14465,63,8,2887.41,0,Champions
14466,7,7,2374.5,0,Champions
14467,24,8,1622.23,0,Champions
14468,368,1,204.24,1,Lost / Lapsed
14469,51,4,2112.21,0,Champions
14470,65,1,250.85,2,Occasional / Low-value
14471,226,2,400.95,1,Lost / Lapsed
14472,324,1,291.38,1,Lost / Lapsed
14474,214,1,730.42,1,Lost / Lapsed
14475,43,1,225.3,2,Occasional / Low-value
14477,71,3,660.0,2,Occasional / Low-value
14478,17,4,1276.66,0,Champions
14479,0,3,982.86,2,Occasional / Low-value
14480,37,3,1020.47,2,Occasional / Low-value
14481,42,3,1674.98,2,Occasional / Low-value
14482,14,6,2289.76,0,Champions
14483,371,1,120.0,1,Lost / Lapsed
14484,36,3,749.06,2,Occasional / Low-value
14486,146,2,175.5,1,Lost / Lapsed
14487,3,2,257.28,2,Occasional / Low-value
14489,72,3,1111.55,2,Occasional / Low-value
14490,41,2,1273.47,2,Occasional / Low-value
14491,7,1,127.2,2,Occasional / Low-value
14492,65,7,1921.91,0,Champions
14493,25,5,2746.91,0,Champions
14494,36,2,261.9,2,Occasional / Low-value
14495,294,1,51.0,1,Lost / Lapsed
14496,8,6,2129.42,0,Champions
14497,308,1,221.69,1,Lost / Lapsed
14498,36,5,1953.95,0,Champions
14499,9,4,1323.65,0,Champions
14505,39,11,6096.2,0,Champions
14506,4,3,1278.5,2,Occasional / Low-value
14507,13,5,1901.25,0,Champions
14508,11,3,598.52,2,Occasional / Low-value
14509,169,1,110.95,1,Lost / Lapsed
14510,10,3,1007.28,2,Occasional / Low-value
14512,18,5,948.19,0,Champions
14513,71,3,332.42,2,Occasional / Low-value
14514,71,6,3543.63,0,Champions
14515,22,6,1647.17,0,Champions
14516,151,1,163.92,1,Lost / Lapsed
14519,318,2,206.09,1,Lost / Lapsed
14521,126,1,199.45,2,Occasional / Low-value
14522,230,4,784.08,1,Lost / Lapsed
14524,44,4,1066.03,2,Occasional / Low-value
14525,63,8,3908.44,0,Champions
14526,24,1,262.4,2,Occasional / Low-value
14527,0,69,19283.48,0,Champions
14530,31,10,3271.49,0,Champions
14531,114,1,376.34,2,Occasional / Low-value
14532,46,7,2926.33,0,Champions
14533,42,4,1516.65,0,Champions
14534,32,8,1824.06,0,Champions
14535,30,6,3166.54,0,Champions
14537,258,1,285.84,1,Lost / Lapsed
14538,165,3,982.59,2,Occasional / Low-value
14540,14,8,2799.08,0,Champions
14541,51,6,1038.03,0,Champions
14543,15,23,11276.44,0,Champions
14544,105,1,957.98,2,Occasional / Low-value
14545,309,1,349.25,1,Lost / Lapsed
14546,11,6,2619.81,0,Champions
14548,119,7,1974.69,0,Champions
14549,55,3,627.31,2,Occasional / Low-value
14550,23,2,587.69,2,Occasional / Low-value
14551,46,5,693.81,2,Occasional / Low-value
14552,15,2,346.21,2,Occasional / Low-value
14553,46,4,982.27,2,Occasional / Low-value
14555,16,4,1991.49,0,Champions
14556,231,3,835.34,1,Lost / Lapsed
14558,289,3,655.5,1,Lost / Lapsed
14559,25,1,75.6,2,Occasional / Low-value
14560,14,22,3876.26,0,Champions
14562,25,8,1654.63,0,Champions
14563,144,2,679.44,2,Occasional / Low-value
14564,69,2,2605.62,2,Occasional / Low-value
14565,108,1,760.1,2,Occasional / Low-value
14566,52,3,2660.0,0,Champions
14568,70,1,919.7,2,Occasional / Low-value
14569,87,3,371.59,2,Occasional / Low-value
14570,78,1,395.69,2,Occasional / Low-value
14571,60,1,161.65,2,Occasional / Low-value
14572,52,4,2782.34,0,Champions
14573,7,5,968.0,0,Champions
14574,367,1,143.7,1,Lost / Lapsed
14575,123,1,460.71,2,Occasional / Low-value
14576,7,1,35.4,2,Occasional / Low-value
14577,29,3,514.54,2,Occasional / Low-value
14579,67,1,105.56,2,Occasional / Low-value
14580,153,1,14.85,1,Lost / Lapsed
14581,179,1,295.2,1,Lost / Lapsed
14583,18,3,728.48,2,Occasional / Low-value
14584,56,4,705.65,2,Occasional / Low-value
14585,17,4,986.22,2,Occasional / Low-value
14588,213,1,135.39,1,Lost / Lapsed
14589,6,1,39.75,2,Occasional / Low-value
14590,59,20,3006.62,0,Champions
14593,32,9,3094.02,0,Champions
14594,8,1,255.0,2,Occasional / Low-value
14595,88,2,423.85,2,Occasional / Low-value
14596,261,1,229.47,1,Lost / Lapsed
14597,14,4,1318.39,0,Champions
14598,204,1,162.07,1,Lost / Lapsed
14599,25,2,474.54,2,Occasional / Low-value
14600,28,1,471.84,2,Occasional / Low-value
14602,291,1,205.36,1,Lost / Lapsed
14604,268,1,143.86,1,Lost / Lapsed
14605,9,4,937.16,2,Occasional / Low-value
14606,1,102,18704.41,0,Champions
14607,102,8,7568.13,0,Champions
14608,14,7,1567.79,0,Champions
14609,25,6,884.64,0,Champions
14610,30,2,24.35,2,Occasional / Low-value
14611,78,2,604.33,2,Occasional / Low-value
14612,50,1,877.7,2,Occasional / Low-value
14613,315,1,76.32,1,Lost / Lapsed
14614,21,1,295.13,2,Occasional / Low-value
14615,29,5,951.76,0,Champions
14616,20,2,121.7,2,Occasional / Low-value
14617,37,2,190.47,2,Occasional / Low-value
14618,11,4,788.88,2,Occasional / Low-value
14619,176,1,896.8,1,Lost / Lapsed
14621,146,4,1212.21,2,Occasional / Low-value
14623,15,5,1170.33,0,Champions
14624,50,4,588.22,2,Occasional / Low-value
14625,9,9,3598.25,0,Champions
14626,30,7,2619.65,0,Champions
14627,14,1,462.75,2,Occasional / Low-value
14628,77,3,1326.04,2,Occasional / Low-value
14630,119,1,338.65,2,Occasional / Low-value
14631,21,3,1018.71,2,Occasional / Low-value
14634,72,4,2124.46,0,Champions
14635,88,1,215.22,2,Occasional / Low-value
14637,312,1,106.68,1,Lost / Lapsed
14639,43,3,1994.47,0,Champions
14640,44,4,1541.98,0,Champions
14643,252,3,986.08,1,Lost / Lapsed
14644,49,5,1416.96,0,Champions
14645,269,1,279.8,1,Lost / Lapsed
14646,9,78,248396.5,0,Champions
14647,158,1,276.75,1,Lost / Lapsed
14648,51,15,4546.86,0,Champions
14649,17,5,2358.02,0,Champions
14650,224,1,62.5,1,Lost / Lapsed
14651,29,7,1379.52,0,Champions
14653,148,5,1666.99,0,Champions
14654,373,1,246.86,1,Lost / Lapsed
14655,23,3,1946.28,0,Champions
14656,50,3,523.6,2,Occasional / Low-value
14657,64,2,612.65,2,Occasional / Low-value
14662,62,3,645.16,2,Occasional / Low-value
14663,65,2,490.6,2,Occasional / Low-value
14665,62,2,913.95,2,Occasional / Low-value
14667,0,31,12685.94,0,Champions
14668,80,1,111.63,2,Occasional / Low-value
14669,268,4,1973.94,1,Lost / Lapsed
14670,367,1,190.47,1,Lost / Lapsed
14671,184,2,1127.45,1,Lost / Lapsed
14672,150,2,347.59,2,Occasional / Low-value
14673,2,3,1674.41,2,Occasional / Low-value
14674,144,1,173.66,1,Lost / Lapsed
14675,23,1,462.15,2,Occasional / Low-value
14676,29,6,5808.55,0,Champions
14677,227,1,184.91,1,Lost / Lapsed
14678,214,1,403.39,1,Lost / Lapsed
14679,16,3,1289.44,2,Occasional / Low-value
14680,6,43,28658.66,0,Champions
14681,22,3,376.2,2,Occasional / Low-value
14682,63,4,1462.81,0,Champions
14683,223,1,146.56,1,Lost / Lapsed
14684,25,1,232.27,2,Occasional / Low-value
14685,211,8,4619.79,0,Champions
14686,49,5,885.83,0,Champions
14687,35,2,773.68,2,Occasional / Low-value
14688,8,8,2082.7,0,Champions
14690,27,2,422.63,2,Occasional / Low-value
14692,15,8,1153.54,0,Champions
14693,60,6,992.46,0,Champions
14694,252,1,244.31,1,Lost / Lapsed
14695,154,3,1620.07,2,Occasional / Low-value
14696,8,2,688.95,2,Occasional / Low-value
14699,70,3,593.47,2,Occasional / Low-value
14700,50,2,880.96,2,Occasional / Low-value
14701,77,6,2012.72,0,Champions
14702,0,13,3462.08,0,Champions
14704,59,2,266.66,2,Occasional / Low-value
14706,253,1,390.69,1,Lost / Lapsed
14707,70,2,139.2,2,Occasional / Low-value
14708,3,3,1085.91,2,Occasional / Low-value
14709,14,12,3965.29,0,Champions
14710,14,9,1316.46,0,Champions
14712,53,1,411.0,2,Occasional / Low-value
14713,0,11,2752.51,0,Champions
14714,42,3,746.05,2,Occasional / Low-value
14715,77,4,973.07,2,Occasional / Low-value
14716,79,1,235.77,2,Occasional / Low-value
14717,368,1,81.3,1,Lost / Lapsed
14718,45,1,226.42,2,Occasional / Low-value
14721,14,1,115.77,2,Occasional / Low-value
14722,112,2,325.45,2,Occasional / Low-value
14723,6,7,934.76,0,Champions
14724,225,1,345.25,1,Lost / Lapsed
14725,29,3,597.16,2,Occasional / Low-value
14726,289,1,124.75,1,Lost / Lapsed
14727,181,2,199.35,1,Lost / Lapsed
14728,48,1,190.58,2,Occasional / Low-value
14729,8,3,593.89,2,Occasional / Low-value
14732,27,11,2814.58,0,Champions
14733,2,4,6599.06,0,Champions
14734,60,4,1056.42,2,Occasional / Low-value
14735,23,24,6174.47,0,Champions
14736,120,2,401.08,2,Occasional / Low-value
14737,35,1,2389.62,2,Occasional / Low-value
14738,196,2,507.45,1,Lost / Lapsed
14739,2,19,8385.22,0,Champions
14740,44,8,2712.85,0,Champions
14741,7,2,497.25,2,Occasional / Low-value
14742,70,1,579.85,2,Occasional / Low-value
14743,227,1,50.48,1,Lost / Lapsed
14744,1,8,2785.1,0,Champions
14745,136,7,1351.55,0,Champions
14746,41,4,593.5,2,Occasional / Low-value
14748,3,7,1736.57,0,Champions
14749,114,1,310.15,2,Occasional / Low-value
14750,371,1,112.03,1,Lost / Lapsed
14751,319,2,126.45,1,Lost / Lapsed
14753,95,1,306.36,2,Occasional / Low-value
14754,60,4,912.43,2,Occasional / Low-value
14755,16,14,4962.27,0,Champions
14756,17,2,1914.8,2,Occasional / Low-value
14758,31,3,1380.91,2,Occasional / Low-value
14761,79,1,192.02,2,Occasional / Low-value
14762,261,1,117.05,1,Lost / Lapsed
14766,1,6,4082.76,0,Champions
14767,109,1,382.81,2,Occasional / Low-value
14769,25,9,5097.13,0,Champions
14770,102,6,2761.22,0,Champions
14771,256,2,594.62,1,Lost / Lapsed
14773,227,1,140.55,1,Lost / Lapsed
14774,163,1,241.45,1,Lost / Lapsed
14775,7,1,406.56,2,Occasional / Low-value
14776,22,4,1170.0,2,Occasional / Low-value
14777,38,1,307.56,2,Occasional / Low-value
14783,294,1,307.3,1,Lost / Lapsed
14784,24,1,159.94,2,Occasional / Low-value
14786,185,1,90.96,1,Lost / Lapsed
14787,106,1,110.65,2,Occasional / Low-value
14788,231,1,476.88,1,Lost / Lapsed
14790,9,6,1781.56,0,Champions
14791,241,1,303.63,1,Lost / Lapsed
14793,170,1,396.91,1,Lost / Lapsed
14794,37,3,633.99,2,Occasional / Low-value
14796,1,11,2867.15,0,Champions
14797,142,1,300.31,2,Occasional / Low-value
14798,16,5,550.57,2,Occasional / Low-value
14799,372,1,180.45,1,Lost / Lapsed
14800,4,6,3434.58,0,Champions
14802,73,2,1502.98,2,Occasional / Low-value
14805,39,3,549.99,2,Occasional / Low-value
14806,74,1,110.04,2,Occasional / Low-value
14807,25,2,519.29,2,Occasional / Low-value
14809,256,2,686.76,1,Lost / Lapsed
14810,4,3,449.14,2,Occasional / Low-value
14811,22,1,170.5,2,Occasional / Low-value
14812,233,1,185.8,1,Lost / Lapsed
14813,4,4,935.44,2,Occasional / Low-value
14814,216,1,160.46,1,Lost / Lapsed
14817,30,5,2849.52,0,Champions
14818,93,3,512.61,2,Occasional / Low-value
14819,129,2,198.09,2,Occasional / Low-value
14820,15,5,767.47,2,Occasional / Low-value
14821,1,7,1237.65,0,Champions
14822,120,1,157.7,2,Occasional / Low-value
14824,14,6,2895.2,0,Champions
14825,3,13,2698.17,0,Champions
14826,216,2,385.2,1,Lost / Lapsed
14828,23,10,7699.7,0,Champions
14829,7,4,995.29,2,Occasional / Low-value
14831,315,3,1676.57,1,Lost / Lapsed
14832,265,1,322.69,1,Lost / Lapsed
14833,133,1,94.8,1,Lost / Lapsed
14834,42,1,485.86,2,Occasional / Low-value
14835,163,2,297.0,1,Lost / Lapsed
14837,77,5,1810.82,0,Champions
14838,58,2,773.67,2,Occasional / Low-value
14839,53,3,915.28,2,Occasional / Low-value
14840,174,1,299.86,1,Lost / Lapsed
14841,9,8,3867.24,0,Champions
14843,71,1,211.8,2,Occasional / Low-value
14844,65,6,3512.62,0,Champions
14845,234,1,150.0,1,Lost / Lapsed
14846,62,1,437.4,2,Occasional / Low-value
14847,42,2,1039.55,2,Occasional / Low-value
14848,39,1,310.56,2,Occasional / Low-value
14849,8,21,7832.91,0,Champions
14850,52,6,1468.26,0,Champions
14851,265,1,318.06,1,Lost / Lapsed
14852,59,12,3310.49,0,Champions
14853,58,3,901.07,2,Occasional / Low-value
14854,25,4,1563.03,0,Champions
14855,109,5,5874.65,0,Champions
14857,77,5,2478.73,0,Champions
14858,140,1,180.75,1,Lost / Lapsed
14859,189,1,351.9,1,Lost / Lapsed
14861,15,9,1254.94,0,Champions
14865,7,3,77.52,2,Occasional / Low-value
14866,1,8,6460.32,0,Champions
14867,30,13,2241.78,0,Champions
14868,15,4,1230.42,0,Champions
14869,23,4,2078.54,0,Champions
14870,48,5,1511.7,0,Champions
14871,128,5,736.59,2,Occasional / Low-value
14872,118,3,816.6,2,Occasional / Low-value
14873,268,1,334.45,1,Lost / Lapsed
14874,170,1,116.18,1,Lost / Lapsed
14875,76,1,1397.08,2,Occasional / Low-value
14876,156,2,256.7,1,Lost / Lapsed
14877,53,2,437.0,2,Occasional / Low-value
14878,11,16,2619.7,0,Champions
14879,319,1,185.06,1,Lost / Lapsed
14882,25,12,3038.45,0,Champions
14884,304,1,120.6,1,Lost / Lapsed
14885,62,2,832.8,2,Occasional / Low-value
14890,253,2,691.6,1,Lost / Lapsed
14891,51,2,552.35,2,Occasional / Low-value
14892,325,1,202.35,1,Lost / Lapsed
14893,252,1,571.76,1,Lost / Lapsed
14894,78,2,837.06,2,Occasional / Low-value
14895,18,18,13980.83,0,Champions
14896,0,7,1623.65,0,Champions
14897,44,4,1774.16,0,Champions
14898,6,9,2204.29,0,Champions
14899,30,1,1384.88,2,Occasional / Low-value
14900,157,1,13.92,1,Lost / Lapsed
14901,1,5,868.36,0,Champions
14902,30,2,702.96,2,Occasional / Low-value
14904,43,2,615.2,2,Occasional / Low-value
14905,9,6,1355.24,0,Champions
14906,80,1,68.44,2,Occasional / Low-value
14907,2,10,2664.69,0,Champions
14908,98,1,104.1,2,Occasional / Low-value
14909,72,3,1404.68,2,Occasional / Low-value
14911,0,205,152147.57,0,Champions
14912,36,4,1021.4,2,Occasional / Low-value
14913,23,4,2845.7,0,Champions
14915,10,9,1503.77,0,Champions
14916,66,4,1773.97,0,Champions
14917,231,2,1123.75,1,Lost / Lapsed
14918,39,7,4345.66,0,Champions
14919,174,1,359.35,1,Lost / Lapsed
14920,200,1,629.4,1,Lost / Lapsed
14922,28,2,843.74,2,Occasional / Low-value
14924,245,2,620.96,1,Lost / Lapsed
14926,16,2,359.4,2,Occasional / Low-value
14927,31,1,308.2,2,Occasional / Low-value
14928,262,1,223.91,1,Lost / Lapsed
14929,56,1,612.81,2,Occasional / Low-value
14930,105,3,2873.77,0,Champions
14932,0,2,666.13,2,Occasional / Low-value
14933,78,4,1770.0,0,Champions
14934,13,3,1612.56,2,Occasional / Low-value
14935,254,1,1065.12,1,Lost / Lapsed
14936,25,4,4273.79,0,Champions
14938,197,2,2322.43,1,Lost / Lapsed
14940,52,2,531.49,2,Occasional / Low-value
14941,213,1,182.1,1,Lost / Lapsed
14942,36,4,746.56,2,Occasional / Low-value
14943,298,1,107.62,1,Lost / Lapsed
14944,24,7,3884.42,0,Champions
14945,48,1,179.4,2,Occasional / Low-value
14947,23,4,758.97,2,Occasional / Low-value
14949,104,4,515.0,2,Occasional / Low-value
14952,31,21,9529.86,0,Champions
14953,53,3,723.95,2,Occasional / Low-value
14954,338,1,167.27,1,Lost / Lapsed
14955,367,1,163.77,1,Lost / Lapsed
14956,56,1,1325.0,2,Occasional / Low-value
14957,279,1,274.8,1,Lost / Lapsed
14958,230,3,458.26,1,Lost / Lapsed
14961,14,13,9365.47,0,Champions
14962,174,3,240.21,1,Lost / Lapsed
14963,14,7,1676.68,0,Champions
14966,22,5,924.52,0,Champions
14967,76,5,1518.81,0,Champions
14968,93,1,357.4,2,Occasional / Low-value
14969,338,1,906.23,1,Lost / Lapsed
14970,44,8,3327.29,0,Champions
14972,16,1,30.3,2,Occasional / Low-value
14975,56,1,192.45,2,Occasional / Low-value
14977,360,1,31.93,1,Lost / Lapsed
14978,65,5,1210.72,0,Champions
14979,370,1,439.46,1,Lost / Lapsed
14980,372,1,150.68,1,Lost / Lapsed
14981,58,1,270.8,2,Occasional / Low-value
14982,207,1,237.78,1,Lost / Lapsed
14983,324,1,183.2,1,Lost / Lapsed
14984,23,4,1058.14,2,Occasional / Low-value
14986,11,2,566.9,2,Occasional / Low-value
14987,0,7,1387.45,0,Champions
14988,15,6,1732.06,0,Champions
14989,296,1,342.4,1,Lost / Lapsed
14990,247,2,305.42,1,Lost / Lapsed
14991,65,1,314.67,2,Occasional / Low-value
14992,77,1,210.5,2,Occasional / Low-value
14993,198,1,36.13,1,Lost / Lapsed
14994,17,5,960.63,0,Champions
14996,116,2,442.29,2,Occasional / Low-value
14997,290,1,230.4,1,Lost / Lapsed
14998,63,2,340.86,2,Occasional / Low-value
14999,227,1,129.48,1,Lost / Lapsed
15001,29,2,230.86,2,Occasional / Low-value
15002,2,6,3175.52,0,Champions
15003,108,6,1060.7,0,Champions
15005,1,29,7789.63,0,Champions
15006,88,1,323.05,2,Occasional / Low-value
15008,115,2,360.0,2,Occasional / Low-value
15011,30,2,416.6,2,Occasional / Low-value
15012,8,2,437.58,2,Occasional / Low-value
15013,122,10,1641.3,0,Champions
15015,136,13,2365.02,0,Champions
15016,28,4,460.26,2,Occasional / Low-value
15018,2,1,111.25,2,Occasional / Low-value
15020,14,1,203.42,2,Occasional / Low-value
15021,1,4,869.01,2,Occasional / Low-value
15022,312,1,281.05,1,Lost / Lapsed
15023,4,10,5367.92,0,Champions
15024,2,8,2414.18,0,Champions
15025,203,1,636.08,1,Lost / Lapsed
15026,10,2,592.61,2,Occasional / Low-value
15027,30,6,2129.45,0,Champions
15028,3,3,530.58,2,Occasional / Low-value
15029,254,1,365.1,1,Lost / Lapsed
15030,15,6,1461.63,0,Champions
15031,29,10,2488.44,0,Champions
15032,1,7,8821.55,0,Champions
15034,21,6,4004.79,0,Champions
15037,11,2,402.51,2,Occasional / Low-value
15038,4,4,604.37,2,Occasional / Low-value
15039,3,47,20116.99,0,Champions
15040,176,1,7.49,1,Lost / Lapsed
15041,79,1,113.67,2,Occasional / Low-value
15042,230,1,179.52,1,Lost / Lapsed
15043,98,5,2336.8,0,Champions
15044,14,18,8504.1,0,Champions
15046,60,10,2598.62,0,Champions
15048,3,1,98.7,2,Occasional / Low-value
15050,56,2,2411.7,2,Occasional / Low-value
15051,14,6,2543.55,0,Champions
15055,109,3,560.07,2,Occasional / Low-value
15056,155,1,133.45,1,Lost / Lapsed
15057,78,3,1766.46,2,Occasional / Low-value
15058,11,5,1285.04,0,Champions
15059,11,10,2185.85,0,Champions
15061,2,86,83284.38,0,Champions
15062,58,4,1597.76,0,Champions
